gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
female,0,yes,no,72,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,one_year,yes,bank_transfer_(automatic),108.5,8003.8,no
female,0,no,no,36,yes,no,fiber_optic,no,no,yes,yes,no,yes,month-to-month,yes,electronic_check,87.55,3078.1,yes
male,0,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,no,yes,two_year,no,bank_transfer_(automatic),78.85,5763.15,no
male,0,no,no,3,yes,no,fiber_optic,no,no,yes,no,no,yes,month-to-month,no,credit_card_(automatic),85.7,256.75,no
female,0,no,yes,25,yes,no,dsl,no,yes,no,yes,no,no,one_year,yes,credit_card_(automatic),54.75,1266.35,no
female,0,yes,yes,68,yes,yes,fiber_optic,yes,no,yes,yes,yes,yes,two_year,no,credit_card_(automatic),111.75,7511.3,no
female,0,yes,no,2,yes,yes,fiber_optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic_check,104.4,242.8,yes
male,0,yes,yes,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,bank_transfer_(automatic),20.15,20.15,no
male,0,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,69.35,69.35,yes
female,0,no,no,47,yes,yes,dsl,yes,yes,no,yes,no,yes,two_year,no,mailed_check,74.05,3496.3,no
female,1,yes,no,45,yes,no,fiber_optic,no,no,yes,no,no,yes,month-to-month,yes,electronic_check,86.1,3861.45,no
female,1,no,no,10,no,no_phone_service,dsl,no,no,no,no,no,yes,month-to-month,yes,electronic_check,34.7,329.8,yes
female,0,no,no,38,yes,no,fiber_optic,no,yes,yes,yes,no,no,month-to-month,yes,credit_card_(automatic),84.25,3264.5,yes
female,0,yes,yes,3,yes,no,fiber_optic,no,yes,no,yes,no,no,month-to-month,yes,electronic_check,80.0,241.3,no
female,0,no,yes,3,yes,no,dsl,yes,no,no,yes,no,yes,month-to-month,yes,bank_transfer_(automatic),64.5,177.4,no
female,1,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,69.85,69.85,yes
female,0,no,no,33,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,bank_transfer_(automatic),70.4,2406.1,no
female,0,yes,yes,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.55,20.55,yes
male,0,no,no,9,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,19.85,178.8,no
male,0,no,no,2,yes,no,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,electronic_check,79.95,174.45,no
female,0,no,no,5,no,no_phone_service,dsl,no,no,yes,no,no,yes,month-to-month,no,electronic_check,39.5,210.75,yes
female,1,no,no,44,yes,no,fiber_optic,no,yes,yes,no,no,yes,one_year,no,credit_card_(automatic),89.15,3990.75,no
male,1,no,no,1,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,74.4,74.4,yes
male,0,yes,yes,32,yes,yes,fiber_optic,yes,no,no,no,yes,yes,month-to-month,yes,credit_card_(automatic),99.55,3204.65,yes
male,0,yes,yes,12,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic_check,49.2,571.15,no
male,0,no,no,9,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,76.25,684.85,no
male,0,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,69.1,69.1,yes
male,1,yes,yes,1,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,credit_card_(automatic),49.25,49.25,yes
female,0,no,no,5,yes,yes,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,electronic_check,84.0,424.75,no
female,1,yes,yes,28,no,no_phone_service,dsl,no,yes,no,no,no,yes,one_year,yes,electronic_check,39.1,1096.6,no
female,0,yes,no,55,yes,yes,fiber_optic,no,no,yes,no,no,no,month-to-month,yes,electronic_check,77.75,4458.15,yes
male,1,no,no,60,yes,yes,dsl,yes,yes,no,no,no,yes,one_year,yes,electronic_check,71.75,4374.55,no
female,1,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,no,credit_card_(automatic),92.45,6440.25,yes
male,1,yes,no,67,yes,yes,fiber_optic,no,yes,no,yes,yes,yes,two_year,no,bank_transfer_(automatic),102.9,6989.7,no
male,0,yes,no,10,yes,yes,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,electronic_check,85.6,813.85,yes
male,0,yes,no,24,yes,no,dsl,yes,no,no,yes,yes,yes,one_year,no,bank_transfer_(automatic),74.4,1712.9,no
female,0,yes,yes,42,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,20.0,833.55,no
female,0,no,yes,65,no,no_phone_service,dsl,no,yes,no,yes,yes,no,two_year,no,mailed_check,45.25,2933.95,no
male,0,no,no,2,yes,no,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic_check,95.85,197.7,yes
female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed_check,44.4,44.4,yes
female,0,no,no,6,yes,yes,fiber_optic,yes,no,no,no,no,no,month-to-month,yes,electronic_check,79.05,434.5,yes
male,0,yes,no,69,yes,no,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,mailed_check,84.7,5878.9,no
male,0,yes,yes,60,yes,no,dsl,no,yes,no,yes,yes,yes,two_year,no,bank_transfer_(automatic),76.95,4543.95,no
female,0,yes,yes,42,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,94.2,4186.3,yes
male,0,no,yes,5,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.2,83.75,no
female,0,no,no,4,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,credit_card_(automatic),20.15,68.45,no
male,0,yes,no,5,no,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic_check,24.95,100.4,yes
male,1,yes,no,53,yes,yes,dsl,yes,no,no,yes,no,no,one_year,yes,electronic_check,60.05,3229.65,yes
male,0,yes,yes,18,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),20.05,345.9,no
female,0,yes,yes,8,yes,no,dsl,no,no,no,yes,yes,yes,month-to-month,yes,electronic_check,68.55,564.35,no
male,0,yes,yes,67,yes,yes,fiber_optic,no,yes,no,no,no,yes,month-to-month,yes,bank_transfer_(automatic),89.55,6373.1,no
male,0,yes,yes,39,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,25.2,987.95,no
male,0,no,no,12,yes,no,fiber_optic,yes,no,yes,no,no,no,month-to-month,no,bank_transfer_(automatic),81.7,858.6,yes
female,0,yes,yes,61,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,mailed_check,19.4,1182.55,yes
female,0,yes,yes,42,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,electronic_check,19.05,761.85,no
male,0,yes,yes,49,yes,no,fiber_optic,no,yes,yes,no,yes,no,month-to-month,yes,credit_card_(automatic),90.4,4494.65,no
male,0,yes,no,33,yes,no,dsl,yes,yes,no,yes,no,no,two_year,yes,mailed_check,61.05,2018.4,no
female,0,yes,yes,64,yes,yes,fiber_optic,yes,no,no,yes,no,no,month-to-month,yes,bank_transfer_(automatic),86.8,5327.25,no
male,0,yes,yes,39,yes,yes,fiber_optic,no,no,yes,no,yes,yes,one_year,no,electronic_check,100.0,3835.55,no
male,0,no,no,3,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic_check,45.35,141.5,yes
female,1,no,no,4,yes,yes,fiber_optic,yes,no,no,no,no,no,month-to-month,yes,electronic_check,80.25,303.7,no
male,0,yes,yes,71,yes,no,fiber_optic,yes,yes,yes,yes,yes,no,two_year,no,credit_card_(automatic),100.2,7209.0,no
male,0,no,no,14,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,credit_card_(automatic),24.8,321.7,no
female,0,no,no,6,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,mailed_check,20.95,109.5,no
male,0,yes,yes,58,yes,no,dsl,no,yes,no,yes,yes,yes,one_year,yes,credit_card_(automatic),75.2,4300.8,no
male,0,no,no,14,no,no_phone_service,dsl,no,no,yes,yes,yes,yes,month-to-month,yes,electronic_check,55.0,771.95,no
female,0,yes,yes,23,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),91.1,2198.3,no
female,0,no,no,4,yes,no,dsl,no,no,no,no,yes,no,month-to-month,no,credit_card_(automatic),55.5,227.35,no
female,1,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,no,credit_card_(automatic),89.1,6352.4,no
male,1,no,no,56,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic_check,101.05,5594.0,no
male,0,no,no,9,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,70.5,597.9,no
male,0,no,no,10,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,mailed_check,51.65,524.5,no
female,0,no,no,48,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),24.35,1133.7,no
male,1,yes,no,1,yes,yes,fiber_optic,yes,no,no,no,no,no,month-to-month,yes,electronic_check,80.3,80.3,yes
female,1,yes,no,70,yes,yes,fiber_optic,yes,no,no,no,no,yes,month-to-month,yes,electronic_check,90.85,6470.1,no
male,0,no,no,57,yes,yes,fiber_optic,no,no,no,yes,yes,no,two_year,yes,credit_card_(automatic),90.45,5229.8,no
female,1,no,no,21,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,94.25,1973.75,yes
female,0,no,no,16,yes,yes,dsl,no,no,no,no,no,yes,month-to-month,yes,bank_transfer_(automatic),63.05,1067.05,no
female,0,no,no,1,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,93.85,93.85,yes
female,0,no,no,66,yes,no,dsl,yes,yes,yes,no,no,no,two_year,yes,bank_transfer_(automatic),61.15,4017.45,no
female,1,no,no,1,yes,no,dsl,yes,no,yes,no,no,no,month-to-month,yes,electronic_check,55.8,55.8,yes
female,0,yes,yes,38,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,20.3,749.35,no
male,0,no,no,1,no,no_phone_service,dsl,no,yes,no,yes,no,yes,month-to-month,yes,mailed_check,44.65,44.65,yes
female,0,yes,yes,30,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.3,602.9,no
female,0,yes,yes,61,yes,yes,dsl,yes,yes,no,no,no,no,month-to-month,no,electronic_check,59.8,3641.5,no
male,0,no,no,48,yes,no,dsl,no,yes,yes,yes,yes,yes,two_year,no,credit_card_(automatic),78.9,3771.5,no
female,0,yes,no,35,yes,no,dsl,yes,no,no,no,yes,no,one_year,yes,bank_transfer_(automatic),62.15,2215.45,no
female,0,yes,yes,13,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,bank_transfer_(automatic),25.0,332.5,no
female,0,no,yes,11,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,credit_card_(automatic),20.1,221.35,yes
female,0,yes,yes,18,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,mailed_check,20.25,401.95,no
male,0,no,no,7,yes,no,fiber_optic,no,no,yes,no,no,no,month-to-month,yes,electronic_check,74.9,490.55,no
female,0,yes,yes,31,yes,yes,fiber_optic,no,yes,no,no,no,yes,month-to-month,yes,electronic_check,91.15,2995.45,yes
male,0,no,no,17,no,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,yes,mailed_check,25.65,440.2,no
female,1,no,no,49,yes,no,fiber_optic,no,yes,yes,no,no,yes,one_year,yes,bank_transfer_(automatic),89.85,4287.2,no
female,0,yes,yes,70,yes,yes,dsl,yes,yes,yes,yes,yes,no,two_year,no,electronic_check,80.7,5617.95,no
female,0,yes,yes,11,no,no_phone_service,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic_check,29.6,346.45,no
male,1,yes,no,10,yes,yes,fiber_optic,no,no,yes,no,no,yes,month-to-month,yes,electronic_check,89.8,914.3,yes
female,0,yes,no,48,yes,yes,dsl,yes,no,no,yes,no,no,one_year,yes,bank_transfer_(automatic),60.6,2985.25,no
male,1,yes,no,48,yes,yes,fiber_optic,no,no,yes,no,no,yes,month-to-month,yes,credit_card_(automatic),91.05,4370.75,no
male,0,no,no,68,yes,yes,fiber_optic,yes,yes,yes,no,yes,no,one_year,no,bank_transfer_(automatic),101.35,7110.75,no
male,0,yes,yes,6,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.45,113.5,no
female,0,no,no,11,no,no_phone_service,dsl,no,no,no,no,yes,no,month-to-month,yes,mailed_check,35.8,363.15,no
male,0,yes,yes,61,yes,no,dsl,yes,yes,yes,yes,no,no,two_year,yes,bank_transfer_(automatic),68.05,4158.25,no
male,0,no,no,5,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,21.05,113.85,yes
female,0,no,no,26,no,no_phone_service,dsl,no,no,yes,yes,yes,no,month-to-month,yes,credit_card_(automatic),44.45,1183.8,no
female,0,no,no,2,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,no,mailed_check,54.15,101.65,no
female,0,no,no,66,no,no_phone_service,dsl,yes,no,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),61.35,4193.4,no
male,0,no,no,4,yes,no,dsl,no,no,no,no,no,yes,month-to-month,yes,mailed_check,55.3,238.5,no
female,0,yes,yes,14,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,mailed_check,19.7,263.65,no
male,0,no,no,55,yes,yes,dsl,no,no,yes,no,yes,yes,two_year,yes,bank_transfer_(automatic),77.8,4323.35,no
female,0,yes,no,72,yes,yes,fiber_optic,yes,no,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),110.15,7881.2,no
male,0,yes,no,70,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),25.15,1940.85,no
male,0,no,yes,40,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,yes,mailed_check,55.25,2139.2,yes
male,0,yes,yes,67,yes,yes,fiber_optic,yes,no,no,yes,yes,yes,two_year,no,bank_transfer_(automatic),104.6,6885.75,no
male,0,no,no,11,no,no_phone_service,dsl,no,yes,no,yes,no,no,month-to-month,yes,electronic_check,35.65,425.1,no
female,0,no,no,3,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,no,bank_transfer_(automatic),74.4,215.8,yes
female,0,yes,no,64,yes,no,fiber_optic,yes,no,no,yes,yes,yes,one_year,yes,mailed_check,96.9,6314.35,no
male,0,no,no,41,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,bank_transfer_(automatic),25.25,996.45,no
male,0,no,no,4,no,no_phone_service,dsl,no,no,yes,no,no,no,month-to-month,yes,electronic_check,29.65,118.5,yes
female,1,yes,yes,3,yes,no,fiber_optic,yes,no,no,yes,yes,no,month-to-month,yes,mailed_check,88.3,273.75,yes
female,0,yes,yes,58,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,credit_card_(automatic),24.5,1497.9,no
female,1,yes,yes,40,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,credit_card_(automatic),94.55,3640.45,yes
male,0,yes,no,18,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,73.15,1305.95,no
male,0,yes,yes,62,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,bank_transfer_(automatic),24.25,1424.6,no
female,1,yes,no,60,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),116.05,6925.9,no
female,0,no,yes,7,no,no_phone_service,dsl,yes,no,no,no,no,no,month-to-month,no,mailed_check,29.8,201.95,no
female,1,no,no,2,yes,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,electronic_check,84.05,186.05,no
female,1,yes,no,3,yes,no,fiber_optic,no,no,no,yes,yes,no,month-to-month,yes,mailed_check,83.9,267.4,yes
female,0,no,no,17,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,credit_card_(automatic),20.05,337.9,no
female,1,no,no,5,yes,no,fiber_optic,no,no,yes,no,no,no,month-to-month,yes,credit_card_(automatic),75.55,349.65,yes
male,0,yes,yes,7,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.25,144.35,no
male,0,no,no,44,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,credit_card_(automatic),19.5,835.5,no
male,0,no,yes,23,no,no_phone_service,dsl,yes,yes,no,yes,no,no,one_year,no,bank_transfer_(automatic),40.65,947.4,no
female,0,yes,yes,7,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.45,150.75,no
female,0,no,no,70,yes,yes,dsl,yes,yes,yes,no,yes,yes,two_year,no,mailed_check,84.7,5991.05,no
female,0,yes,yes,64,yes,yes,dsl,no,yes,no,no,no,no,one_year,yes,bank_transfer_(automatic),53.85,3399.85,no
male,0,no,yes,55,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),19.1,1001.5,no
male,0,no,no,7,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,no,electronic_check,96.2,639.7,no
female,0,yes,yes,55,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,credit_card_(automatic),19.15,998.1,no
male,0,no,no,6,yes,no,dsl,no,yes,no,no,yes,no,month-to-month,no,electronic_check,59.45,357.6,no
female,0,no,no,18,yes,yes,fiber_optic,no,yes,no,no,yes,no,month-to-month,yes,credit_card_(automatic),90.0,1527.35,yes
male,0,yes,no,59,yes,yes,fiber_optic,yes,yes,yes,yes,yes,no,month-to-month,yes,electronic_check,106.75,6252.9,yes
male,0,yes,no,9,yes,no,dsl,yes,yes,no,yes,yes,no,month-to-month,yes,mailed_check,68.95,593.85,no
male,0,yes,no,63,yes,yes,fiber_optic,yes,no,no,yes,no,no,two_year,yes,credit_card_(automatic),84.65,5377.8,no
female,0,no,no,13,yes,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,electronic_check,85.95,1215.65,no
female,0,yes,yes,64,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,20.2,1277.75,no
female,0,yes,no,72,yes,yes,fiber_optic,yes,no,yes,no,yes,yes,two_year,yes,electronic_check,105.5,7544.0,no
female,0,yes,yes,72,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,two_year,no,credit_card_(automatic),109.55,7887.25,no
female,0,yes,no,17,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.35,307.0,no
female,0,yes,yes,72,yes,yes,fiber_optic,yes,yes,no,no,yes,yes,one_year,yes,electronic_check,104.15,7303.05,no
male,0,no,no,62,yes,yes,fiber_optic,yes,yes,no,no,no,yes,one_year,yes,bank_transfer_(automatic),92.3,5731.45,no
female,0,yes,no,63,yes,no,fiber_optic,yes,no,yes,no,no,no,one_year,yes,credit_card_(automatic),81.15,5224.5,no
male,1,yes,no,24,yes,no,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic_check,93.15,2231.05,yes
male,0,no,no,15,yes,yes,fiber_optic,yes,no,no,no,yes,yes,month-to-month,yes,electronic_check,99.7,1566.75,no
male,0,no,no,16,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,no,electronic_check,55.3,875.35,no
female,0,no,no,1,yes,no,dsl,no,no,yes,no,no,no,month-to-month,yes,mailed_check,50.45,50.45,yes
male,0,no,no,16,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.0,275.7,no
female,1,no,no,4,yes,no,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,credit_card_(automatic),99.8,442.85,yes
female,0,yes,yes,24,yes,no,dsl,yes,no,no,yes,no,no,month-to-month,no,electronic_check,55.15,1319.85,no
male,0,yes,no,9,no,no_phone_service,dsl,no,no,no,yes,yes,no,month-to-month,no,mailed_check,40.65,328.95,yes
male,0,yes,no,42,yes,yes,fiber_optic,yes,no,yes,no,no,yes,month-to-month,yes,electronic_check,94.4,4014.6,no
male,0,no,no,52,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,103.05,5364.8,no
female,1,no,no,1,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,72.1,72.1,no
male,0,no,no,24,yes,no,fiber_optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic_check,89.55,2187.15,no
male,0,no,no,17,yes,no,dsl,no,no,no,yes,no,no,month-to-month,no,mailed_check,51.5,900.5,yes
male,0,no,no,18,no,no_phone_service,dsl,yes,no,yes,no,no,no,month-to-month,no,mailed_check,33.6,550.35,no
male,0,yes,no,63,yes,no,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),110.1,6705.7,no
female,0,no,no,12,yes,yes,fiber_optic,no,yes,no,no,no,yes,month-to-month,yes,electronic_check,89.15,1057.55,no
male,0,yes,no,40,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,bank_transfer_(automatic),97.1,3706.95,yes
female,1,yes,yes,59,yes,yes,fiber_optic,no,no,yes,no,no,yes,month-to-month,yes,credit_card_(automatic),88.75,5348.65,no
female,0,no,no,2,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,69.7,135.2,no
male,0,no,yes,15,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,electronic_check,24.8,324.15,no
female,0,no,no,6,yes,yes,fiber_optic,no,yes,no,no,yes,no,month-to-month,yes,electronic_check,90.1,521.3,yes
female,0,yes,yes,70,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,one_year,yes,credit_card_(automatic),108.15,7930.55,no
male,0,yes,yes,40,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.6,808.95,no
male,0,no,no,2,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.95,47.7,no
female,0,no,no,13,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,mailed_check,75.0,999.45,yes
female,1,yes,no,25,yes,yes,dsl,yes,no,no,yes,yes,no,month-to-month,yes,credit_card_(automatic),69.5,1752.65,no
male,0,yes,no,71,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,one_year,yes,bank_transfer_(automatic),113.15,7953.25,no
female,1,no,no,13,yes,no,dsl,no,yes,yes,no,no,no,month-to-month,yes,electronic_check,54.8,731.3,no
female,0,no,no,1,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,77.15,77.15,yes
male,0,yes,no,61,yes,no,fiber_optic,no,yes,yes,yes,no,yes,month-to-month,no,credit_card_(automatic),94.15,5731.85,no
female,0,yes,no,31,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,mailed_check,49.2,1498.55,no
female,0,no,no,7,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.65,155.9,no
male,0,no,no,27,yes,yes,fiber_optic,no,no,yes,no,yes,yes,one_year,yes,bank_transfer_(automatic),100.5,2673.45,no
male,0,no,yes,12,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,credit_card_(automatic),21.05,235.8,no
female,0,yes,yes,67,yes,yes,fiber_optic,yes,no,no,yes,no,yes,one_year,yes,credit_card_(automatic),94.35,6341.45,yes
male,0,no,no,9,yes,no,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,electronic_check,80.8,713.1,yes
female,0,no,no,13,yes,no,dsl,yes,no,no,yes,no,no,one_year,no,mailed_check,55.15,742.9,no
male,0,no,no,9,yes,no,dsl,yes,no,no,yes,no,yes,month-to-month,no,mailed_check,64.95,547.8,no
female,1,no,no,1,yes,no,fiber_optic,no,no,yes,no,no,yes,month-to-month,yes,electronic_check,85.0,85.0,yes
male,0,no,no,12,yes,yes,fiber_optic,no,no,no,yes,yes,yes,month-to-month,yes,mailed_check,99.95,1132.75,yes
female,0,yes,yes,72,yes,yes,fiber_optic,yes,yes,no,no,yes,no,two_year,yes,bank_transfer_(automatic),95.9,6954.15,no
male,0,yes,no,63,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.25,1237.65,no
male,0,no,yes,54,yes,no,dsl,no,yes,yes,yes,no,no,one_year,yes,electronic_check,61.0,3283.05,no
male,0,no,no,8,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,bank_transfer_(automatic),19.7,168.9,no
female,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,no,bank_transfer_(automatic),92.65,6733.0,no
female,0,yes,yes,7,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,69.0,506.9,yes
female,1,yes,no,37,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.6,727.8,no
female,0,yes,yes,6,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed_check,45.5,285.2,no
female,0,no,no,7,yes,no,dsl,no,no,yes,yes,no,yes,month-to-month,no,bank_transfer_(automatic),62.8,418.3,no
female,0,no,no,7,no,no_phone_service,dsl,no,yes,no,no,no,yes,month-to-month,yes,credit_card_(automatic),40.1,293.3,yes
